MENU_TYPE,RESTAURANT_NAME_KOREAN,ADDRESS_KOREAN,MENU_NAME,NATIONAL_PHONE_NUMBER,DISTRICT_NAME,LATITUDE,LONGITUDE,RESTAURANT_NAME_ENGLISH,ADDRESS_ENGLISH,OPENING_HOURS,RATING,RATING_COUNT,PRICE_LEVEL,TAKEOUT_YN,RESERVABLE,BREAKFAST_YN,LUNCH_YN,DINNER_YN,BEER_YN,OUTDOOR_SEAT_YN,MENU_FOR_CHILDREN_YN,RESTROOM_YN,PARKING_LOT_YN,PAYMENT_OPTIONS,REVIEW
한식,동래순두부,부산광역시 동래구 명륜로103번길 3 (명륜동),순두부정식,051-555-0820,동래구,35.20284397,129.0829713,,,,,,,,,,,,,,,,,,
복어취급,금수복국(동래점),부산광역시 동래구 충렬대로 210 (수안동),복국,051-553-7700,동래구,35.20210338,129.0821268,,"Busan, South Korea","Monday: 8:00AM–10:00PM
Tuesday: 8:00AM–10:00PM
Wednesday: 8:00AM–10:00PM
Thursday: 8:00AM–10:00PM
Friday: 8:00AM–10:00PM
Saturday: 8:00AM–10:00PM
Sunday: 8:00AM–10:00PM",3.9,1061.0,PRICE_LEVEL_MODERATE,True,True,True,True,True,True,False,False,True,"freeParkingLot, freeStreetParking",acceptsCreditCards,"Though way?
I am Paula Missionary.
Rare but authentic. Fresh fish and soup.
Good,
Appropriate place to meet guest.
TO CURE MY HANGOVER, I EAT PUFFREFISH STEW. HAHA
So healthy and  cool!
"
한식,대하찹쌀아구찜,부산광역시 동래구 사직북로28번길 145 (온천동),아구찜,051-505-8862,동래구,35.20319008,129.065317,,"Busan, South Korea","Monday: 11:00AM–9:00PM
Tuesday: 11:00AM–9:00PM
Wednesday: 11:00AM–9:00PM
Thursday: 11:00AM–9:00PM
Friday: 11:00AM–9:00PM
Saturday: 11:00AM–9:00PM
Sunday: 11:00AM–9:00PM",4.1,181.0,PRICE_LEVEL_MODERATE,,True,False,True,True,True,False,False,True,,acceptsCreditCards,"good taste
The steamed seasoning is thick, so mix it with rice and eat it with sari.
It's perfect~ The side dishes were clean and delicious.
This is the place I go to whenever I crave steamed monkfish for several years.
You can park for about 3 cars in front of the store.
It was good monkfish stew. Sojja was 30,000 won and it was good for two adults. It's not very filling, but I think it would have been more filling if the portion was a little larger.
This is a medium packaging for steamed monkfish. It's not salty and the taste is good. It also contains a lot of monkfish. It is usually served spicy, but you can ask for it to be non-spicy before ordering. Parking can accommodate about 3 cars.
There are more monkfish than bean sprouts.
He is kind and generous.
Needless to say, highly recommended
"
탕류(보신용),조마루감자탕식당,부산광역시 동래구 명륜로 130-1 (명륜동),감자탕,051-552-3651,동래구,35.20549913,129.0824026,Restaurant,"Incheon, South Korea","Monday: 11:00AM–9:30PM
Tuesday: 11:00AM–9:30PM
Wednesday: 11:00AM–9:30PM
Thursday: 11:00AM–9:30PM
Friday: 11:00AM–9:30PM
Saturday: 11:00AM–9:30PM
Sunday: 11:00AM–9:30PM",3.8,72.0,,True,True,True,True,True,True,False,,True,,acceptsCreditCards,"The music in the store is so loud that it's hard to talk. It was a pity that the smell of gunny came out of the bowl of rice.
The food on the market floor is basic, hectic weekends and children's paradise haha,,,,,,, just don't go there.
There is a playground so it's good to go with kids. You have to be careful when parking. A parking ticket can be more expensive than a meal. (Experienced person)
When I went to other places, it seemed like there weren't enough bones for the Gamjatang Soju for 2 people, so even though it was my first time here, I tried to eat a lot, but there was a lot of food, but the bones didn't spread well as if they were undercooked, and the mustard sauce was very bland, so it was okay to eat it with kimchi. The kimchi was delicious. The fried rice is just mediocre
Since it is a chain store, there is nothing special about it. It's clean and the service is good. Because it is on the second floor, it is less crowded than other stores. The only drawback is that there are no seats.
"
식육(숯불구이),봉식당,부산광역시 동래구 온천장로119번길 26 (온천동),"보쌈,회",051-556-9911,동래구,35.22175869,129.0835634,,"Busan, South Korea","Monday: 11:00AM–9:30PM
Tuesday: 11:00AM–9:30PM
Wednesday: 11:00AM–9:30PM
Thursday: 11:00AM–9:30PM
Friday: 11:00AM–9:30PM
Saturday: 11:00AM–9:30PM
Sunday: 11:00AM–9:30PM",3.7,231.0,PRICE_LEVEL_MODERATE,,True,False,True,True,True,False,False,True,freeParkingLot,acceptsCreditCards,"good!
I visit my hometown every time I visit. Even children enjoy eating each and every meal so deliciously and happily. The final bossam, duck meat, and gondre rice give you the pleasure of starting with Western food and ending with Korean food.
I had course B meal. The Korean restaurant is delicious.
I heard there was a place like this in Oncheonjang. I studied cooking in France and it is a fusion Korean cuisine. It is very clean and the ingredients are very tasty. There is nothing missing. It is good to take guests.
I didn't have high expectations because there were many reviews saying it wasn't good value for money, so I wasn't particularly dissatisfied with it.

Pros: (French food) was pretty good. The visuals were good, the abalone was soft, and they had the sense to even pre-warm some dishes before serving them.

Disadvantage: (Korean food) had to be shared among several people, with one colander per table as shown in the photo, so the portions were clearly lacking. If the amount of boiled pork or smoked duck is not enough, you can add it by paying an additional 15,000 won.

The Korean side dish tasted a bit bitter at the end... but it felt more healthy(?) than sweet. The water kimchi tastes like it was mixed with additional plain water, and the soybean paste soup was all radish, so it was bland.

Others: I don't know if it's an advantage or a disadvantage... but for a course meal, the cooking time is a bit quick. Not suitable for people who want to enjoy French cuisine slowly while chatting. This is great for people who want to continue eating without stopping in the middle.
"
일식,어가식당,부산광역시 동래구 온천장로107번길 32 (온천동),"생선회,초밥",051-554-0331,동래구,35.22115359,129.0826876,Eoga鱼家어가,"699-5 Nohyeong-dong, 특별자치도, Cheju, Jeju-do, South Korea","Monday: 9:00AM–8:30PM
Tuesday: 9:00AM–8:30PM
Wednesday: 9:00AM–8:30PM
Thursday: 9:00AM–8:30PM
Friday: 9:00AM–8:30PM
Saturday: 9:00AM–8:30PM
Sunday: 9:00AM–8:30PM",4.1,455.0,PRICE_LEVEL_EXPENSIVE,True,True,True,True,True,True,False,False,True,freeParkingLot,acceptsCreditCards,"This place is for a tourist group probably for 10+. We were a small group of 3people and was thinking we came to a wrong place to try the grilled eel.. but the food was excellent, and the side dishes were all tasty. I like the rice cake from here. That was the best omegi ddeok I had in Jeju. It is such a shame as this place got no view or whatsoever.
Lovely lovely 😍 food n friend. Is a plus plus small Korean restaurant.
Yummy and good service 👍🏻
Good sea food
Food was okay, the service was great :)
"
한식,새미골해물아구찜,부산광역시 동래구 안연로 58-1 (안락동),해물아구찜,051-525-0555,동래구,35.19270724,129.0995269,,"37 Annam-ro, Dongnae-gu, Busan, South Korea","Monday: 11:50AM–9:50PM
Tuesday: 11:50AM–9:50PM
Wednesday: 11:50AM–9:50PM
Thursday: 11:50AM–9:50PM
Friday: 11:50AM–9:50PM
Saturday: 11:50AM–9:50PM
Sunday: 11:50AM–9:50PM",3.7,299.0,PRICE_LEVEL_MODERATE,True,True,False,True,True,True,False,False,True,,acceptsCreditCards,"Love this place. Good place for gathering, little bit expensive though. Parking is available.
The store is spacious and the aunt who serves is friendly. I went there because I wanted to eat monkfish stew, but the portions were large and the taste was excellent. The side dishes were also neat... It was the first time in a long time that I had a delicious meal. Please note that they are relocating nearby soon.
I ate a lot of food
It's less spicy but slightly spicy. I had 2 bowls of rice and added some sari.
It was delicious. I enjoyed it very much.
The best monkfish stew restaurant in this neighborhood (I think).
It is significant that it is located inside a one-story building, so parking space is limited.
The price is expensive, but the quality is better than cheaper places. But I think it's a lot more expensive than that...
There are a lot of people and a good number of employees.
When you order, cabbage salad is served first, allowing you to spend time waiting for it to be cooked.
The dish came with side dishes, but the side dishes were pre-made so they weren't warm (especially the pancakes). However, because the quality is relatively expensive, there are some that are surprisingly good, and many of them are lightly seasoned, so they go well with dishes.
The steamed dish comes with peanuts sprinkled on top, but you can't really feel it when eating it.
I think the quantity is a lot, but considering the price...
What I ordered was the steamed seafood monkfish (3 servings), and the contents (I don't know if there may be more) are 2 octopuses, 2 crabs, 1 crab, 1 shrimp, and monkfish.
I'm a person who doesn't like spicy food, so when I ordered it, I asked for it to be not spicy, and they made it really not spicy. (words that are good)
So overall, it was okay because it was less irritating.

Tips when eating - When an order comes, you can eat a lot if you focus on braised monkfish rather than trying other side dishes.

Cons: There are a lot of people. Among them, there is someone with a loud voice. In other words, it is noisy.
I am satisfied with the quantity and taste.  Enjoy the hot spring breeze. After eating. Find a nearby cafe and have a cup of coffee. A one-day family outing course is available.
Even if it is a small two-person room, it is enough for three people.  The seafood braised monkfish is delicious, and it’s okay to mix it with the monkfish seasoning. Please note that parking is narrow and there are no guides.
"
한식,정림,부산광역시 동래구 충렬대로237번길 31-3 (수안동),약선요리,051-554-1994,동래구,35.20302246,129.085181,,"31-3 Chungnyeol-daero 237beon-gil, Suan-dong, Dongnae-gu, Busan, South Korea","Monday: 10:00AM–3:00PM, 5:30–9:00PM
Tuesday: 10:00AM–3:00PM, 5:30–9:00PM
Wednesday: 10:00AM–3:00PM, 5:30–9:00PM
Thursday: 10:00AM–3:00PM, 5:30–9:00PM
Friday: 10:00AM–3:00PM, 5:30–9:00PM
Saturday: 10:00AM–3:00PM, 5:30–9:00PM
Sunday: 10:00AM–3:00PM, 5:30–9:00PM",4.0,220.0,,,True,False,True,True,True,False,False,True,,acceptsCreditCards,"I wouldn’t have found this place on my own if a Korean friend didn’t take me here. Very healthy food, lots of veggies in different forms of cooking. I was stuffed. I really liked it.
It is a plant-based restaurant. They offer fusion of modern and traditional Korean doods. All foods are healthy and creative. Mostly the foods taste good but a few are salty.
Delicious traditional Korean food. Nice atmosphere and an interesting set menu.
Foods are delicious. I like 버섯탕수육 the most. Its service is good.
* The taste was okay,
It was an important event with adults, but the food came out quickly and my aunt kept coming in, telling me to clean up the dishes and move the leftover food, and urging me to eat quickly, so I almost pretended because it was so uncomfortable.
"
중국식,금문,부산광역시 동래구 온천장로119번길 57 (온천동),중식,051-555-4987,동래구,35.22187376,129.0817854,Geummun,"269-1 Changgyeonggung-ro, Jongno District, Seoul, South Korea","Monday: 11:30AM–9:00PM
Tuesday: 11:30AM–9:00PM
Wednesday: 11:30AM–9:00PM
Thursday: 11:30AM–9:00PM
Friday: 11:30AM–9:00PM
Saturday: 11:30AM–9:00PM
Sunday: 11:30AM–9:00PM",3.9,403.0,PRICE_LEVEL_MODERATE,True,True,False,True,True,True,False,False,True,,acceptsCreditCards,"Historic restaurant which is opened in 1940.
2020~2022, 3 years Blue Ribbon selected.
Wonderful place to enjoy the scenery of Daehak-ro street, Seoul - the main street of theatre.
There is no other words, ""Oldy is goody""
Good example of Korean style Chinese restaurant
Great Tangsuyuk! Recommend getting samsunganJjajang
Good Chinese restaurant
Awesome.
"
일식,유가네 닭갈비 동래역점,부산광역시 동래구 삼성대길 40 (명륜동),"생선회,초밥",051-552-5818,동래구,35.20470984,129.0819638,,"South Korea, Busan, Dongnae-gu, Myeongnyun-dong, 502-13번지 일신빌딩 2층","Monday: 11:00AM–11:00PM
Tuesday: 11:00AM–11:00PM
Wednesday: 11:00AM–11:00PM
Thursday: 11:00AM–11:00PM
Friday: 11:00AM–11:00PM
Saturday: 11:00AM–11:00PM
Sunday: 11:00AM–11:00PM",4.0,44.0,PRICE_LEVEL_MODERATE,True,True,,True,True,True,False,,True,,acceptsCreditCards,"Excellent food. Great balcony view. Highly recommended. ;)
The store is on the 2nd floor.
I was surprised that it was much wider than I expected.
I visit it once in a while because it brings back memories.
Cheese sauce was also added.
I like that there are a lot of side dishes and they are plentiful.
There is also a playroom inside.
It's delicious since it's been a while since I ate it. Garlic fried rice has disappeared and sauce has been added!
It's been a while since I last ate it, so it reminds me of old times and it's delicious. It's spicy just right and the unlimited side dishes are nice too.
They said it was open until 10:30 p.m., so I went for a leisurely dinner. Perhaps because it was a little later than meal time, there were a lot of empty seats, so I chose a comfortable seat and sat down. The young staff were friendly, and the food tasted good. I ate two plates of cabbage salad, cheese dakgalbi, and fried rice. It was so delicious that I ate a lot.
"
탕류(보신용),맛나감자탕사직점,부산광역시 동래구 사직북로13번길 26 (사직동),감자탕,051-503-3630,동래구,35.19688908,129.059195,,"78-17 Sajik-dong, Dongnae-gu, Busan, South Korea","Monday: 4:00PM–4:00AM
Tuesday: 4:00PM–4:00AM
Wednesday: 4:00PM–4:00AM
Thursday: 4:00PM–4:00AM
Friday: 4:00PM–4:00AM
Saturday: 4:00PM–4:00AM
Sunday: 4:00PM–4:00AM",3.8,156.0,PRICE_LEVEL_MODERATE,True,True,,True,True,True,False,,True,,acceptsCreditCards,"Nowadays, bone haejangguk costs 9,000 won.
Perhaps because it was a neck bone, the meat fell off the bone, which was great.
The soup is also amazing.
The taste of undrinking alcohol.
It's delicious~
It’s been so long since I came here~
Consistent taste
Steamed bone. Both gamjatang are very delicious.
Fried rice needs no words.
Highly recommended to those who like gamjatang.
Friendly and nice.
As expected, the gamjatang and bone stew are delicious. There is a parking lot and the location is good.
It used to be a sit-down restaurant, but has since been changed to a table. The overall taste is good, but it seems a bit salty.
"
식육(숯불구이),주식회사세연정_동래구,부산광역시 동래구 충렬대로 149 (온천동),"생갈비, 양념갈비",051-506-6666,동래구,35.20517834,129.0769402,Seyeonjeong,"4 Chungnyeol-daero 155beon-gil, Oncheon-dong, Dongnae-gu, Busan, South Korea","Monday: 11:30AM–10:00PM
Tuesday: 11:30AM–10:00PM
Wednesday: 11:30AM–10:00PM
Thursday: 11:30AM–10:00PM
Friday: 11:30AM–10:00PM
Saturday: 11:30AM–10:00PM
Sunday: 11:30AM–10:00PM",3.8,1284.0,PRICE_LEVEL_MODERATE,,True,False,True,True,True,False,False,True,"freeParkingLot, freeStreetParking",acceptsCreditCards,"This place got everything you ask for a Korean BBQ restaurant. Excellent meat quality, perfect side dishes that goes with their meat, and friendly staffs. It is a little pricey but you will find it worthy.
The taste of meat was okay but comparing to its price, it is ripping you off also a parking lot worker there has an attitude which was so rude that I won't come here again
Expensive but nice and fresh
Very delicious!
good
"
한식,복순아구찜,부산광역시 동래구 석사북로95번길 20 (온천동),아구찜,051-503-5222,동래구,35.2063782,129.0656332,,"Busan, South Korea",,3.9,143.0,PRICE_LEVEL_MODERATE,True,True,False,True,True,True,False,False,True,,acceptsCreditCards,"Good good u can choose spicy level.
I enjoy going to restaurants with steamed monkfish, but here they give me a piece of pancake, which is very delicious.
Of course, steamed monkfish is delicious too.
The price is good too. Recommend using a little spicier than usual.
I've been going to this place for a long time, and it's the most delicious among all the monkfish stew restaurants around here. It comes with chive pancake as a side dish and it's really delicious, but the portion is a bit small so it's 4 stars.
It's a place I often went to
It's been a while since I went there
There are still a lot of people
It tastes good too
The side dishes and cold cucumber soup were clean and delicious.
"
탕류(보신용),안양해물탕,"부산광역시 동래구 사직로 66 (사직동,89-7)",해물탕,051-505-0480,동래구,35.19554196,129.0586284,,"South Korea, Gyeonggi-do, Anyang, Manan-gu, Anyang-ro 343beon-gil, 16 1층","Monday: 11:00AM–10:00PM
Tuesday: 11:00AM–10:00PM
Wednesday: 11:00AM–10:00PM
Thursday: 11:00AM–10:00PM
Friday: 11:00AM–10:00PM
Saturday: 11:00AM–10:00PM
Sunday: 11:00AM–10:00PM",4.2,82.0,,True,True,,True,True,True,False,False,True,,acceptsCreditCards,"On Saturday, I visited the restaurant at I Like Food, and after seeing how delicious the food was, I couldn't help but visit.
Expecting really delicious seafood stew, I arrived at the store with difficulty and parked my car in a nearby parking lot and went straight to the store, but as expected, there were many people waiting.

After waiting for about 3 hours for my turn, I sat down, placed my order, and waited a while longer before being served delicious food full of fresh seafood. I drank so much seafood that I couldn't even remember the side dishes around me, and the pain of waiting subsided. After eating for a while, when I've finished eating all the onions and radishes on the bottom, I decide on a route and order fried rice.

I'm looking at the bottom of the pot, which has a decent amount in it, so I take it and throw it away.
It wasn't a long time, but after waiting for a while, the fried rice that looked the same as what I saw on TV came out. After pushing a little, the words to eat resonate like an echo. Sizzling, sizzling... crunchy... the timing is now.

Wow, wow, wow, it’s delicious.
1. Jeongho Restaurant in Pyeongchon has moved to near Anyang 1st Street. Since I moved to a very crowded neighborhood, parking wasn't easy. However, since it was recently moved, the interior is clean. 2. As the original Anyang Seafood Stew, there are quite a lot of customers. You can order seafood stew as a single menu, and udon noodles, fried rice, and fried rice can be ordered additionally. When you order, the food is served uncooked, and when it starts to boil, the owner prepares it for you. 3. If the broth is not enough, you can add a little more broth. Personally, I was disappointed that the taste was not exciting. This appears to be because no seasoning is used (please note personal taste).
It was a good Nambu Market restaurant, and even after moving, the seafood was fresh, not spicy, and delicious.
It's even better because it's prepared so it's easy to eat.
However, the price has risen a lot so it is a burden to go often.
Same old taste. Protected. It's a restaurant
As for the price. I'm not that nice~~
special day. I want to find it again
I found out late that the restaurant near Nambu Market has moved!
While walking around Daengridan-gil looking for a restaurant for dinner, I ended up on Jungang-ro.
I went to an off road and saw the name and thought it was there, but I was right!!
Start eating seafood first, and the more you boil it without adding seasoning, the better it tastes.
Eating rice with seafood stew is paradise haha.
I was happy to eat hot and cool soup on a cold day..ㅠㅠ
"
한식,명진생아구찜,부산광역시 동래구 사직북로13번길 13-3 (사직동),아구찜,051-504-4445,동래구,35.19661206,129.0599491,,"Busan, South Korea",,4.3,12.0,,True,True,,True,True,True,False,False,True,,acceptsCreditCards,"Agu stew is really delicious
The main dishes are delicious and neatly served.
I don't have a picture of the main dish because I was hungry and ate it right away haha.
Not salty and delicious
The store closes early. I had to finish eating and leave by 8:50.
The price is good
The small size of monkfish stew is 29,000 won.
And it is a model restaurant.
This is a more trustworthy restaurant.
Parking is free for 1 hour in the first parking lot.
My family of four doesn't like sancho, so I asked for it to be removed, but since they were very busy, the food came out late and they added a lot of sancho.  The owner suddenly left, offering to give me the canned cider I had ordered.
We will never go again. May you prosper.
The side dishes are so good
Among them, water kimchi is the best~
Steamed monkfish is the best~!!!
Have a delicious meal everyone~
Sure!!
The aunts are also very kind~
The monkfish stew is delicious, there are 7 side dishes neatly prepared, and overall it’s neat and delicious~
The monkfish stew is delicious. The average taste is not that spicy.
"
한식,명가,부산광역시 동래구 충렬대로218번길 26 (수안동),갈비,051-553-5989,동래구,35.20075409,129.0828227,,"Tầng trệt, Tòa nhà MPlaza, 39 Đ. Lê Duẩn, Bến Nghé, Quận 1, Hồ Chí Minh, Vietnam","Monday: 9:00AM–9:00PM
Tuesday: 9:00AM–9:00PM
Wednesday: 9:00AM–9:00PM
Thursday: 9:00AM–9:00PM
Friday: 9:00AM–9:00PM
Saturday: 9:00AM–9:00PM
Sunday: 9:00AM–9:00PM",4.3,379.0,,True,True,True,True,True,True,False,,True,freeParkingLot,acceptsCreditCards,"This place is hidden gem! We were in the area looking for Korean food, and randomly found this spot. Food are so tasty, highly recommend their signature dish- Chicken Stew soup. Banchans here so tasty, and full of variety. Staff are very attentive as well! Highly recommend!
so lets talk about banchan (korean side dishes).. lets talk about all 13 they serve here!!! not only do they give heaps of variety but the quality is definitely there too!

their main dishes here are aiight. nothing too special. their Samgyetang has the rich earthy taste however, me personally, it lacked seasoning (but maybe this is how its meant to be done like in korea?)

the highlight of this restaurant is definitely the banchan!
order one or two mains (between a group) and then feast on the banchan!
generally their serving size of mains is a decent size too!

iv been a couple times and ended up over ordering each time
Local Korean friend brought me to this place. It is said that the taste of the food here is equally good compared to how they were in Korean.

I like the Ginseng Chicken Soup. They serve 1 person portion, but I felt that it's a big portion to be consumed by just 1 person. You can order 1 person portion and share it.

The other food I like was the glass noodles with beef. Taste really good. If you are a fan of tendons, do order a plate of beef tendons. It's really soft and tender. Of course all the other kimchi were awesome as well.
I was overwhelmed by a variety of Korean banchan, again surprisingly each one is delicious. I ate japchae(korean sweet potato noddles), rice cake, kimchi pancake, fresh cabbage kimchi and so many other side dishes... I particularly ordered chungkukjang soup(fermented soybean soup, which is very stronger flavour than denjang soup) and it cooked with fresh tofu with a genuine taste. It seems very popular to local Vietnamese and expats from Asian countries but definitely it is Korean taste, not compromising. The owner and the staffs are kind and nice. They also sell fresh kimchi with variety such as radish kimchi, gatkimchi and cabbage kimchi. The location is on the 2nd floor of M plaza, same building of hard rock cafe. I feel like I will visit Myung ga Korean restaurant very soon. It is not MSG taste so I would love simple nice taste.
It is in m plaza. I came here for lunch when the whole building started to go out for lunch. Thia building has a lot of korean work here. While i was considering which korean store should I go because there are two next each other. And I saw Korean come here more than the next store so we decided to eat here.

The hotpot is huge for 3 people. The staff is really nice to let us know the portion is big for 3 girls so they also recommended us to choose better.

Nice service, nice food
"
식육(숯불구이),영남식육식당 안락점,부산광역시 동래구 충렬대로 406 (안락동),한우숯불구이,051-528-7222,동래구,35.19632039,129.1026504,,"406 Chungnyeol-daero, Dongnae-gu, Busan, South Korea","Monday: 11:30AM–11:00PM
Tuesday: 11:30AM–11:00PM
Wednesday: 11:30AM–11:00PM
Thursday: 11:30AM–11:00PM
Friday: 11:30AM–11:00PM
Saturday: 11:30AM–11:00PM
Sunday: 11:30AM–11:00PM",4.1,620.0,PRICE_LEVEL_MODERATE,True,True,False,True,True,True,False,False,True,"freeParkingLot, freeStreetParking",acceptsCreditCards,"Don't miss out on this place. You must experience this.
Great beef!
So So!
I went to a Korean beef restaurant with my wife.  As a lunch special, I ordered aged radish radish kimchi (striped meat + tenderloin) for 2 servings (38,000 won x 2) for 76,000 won and seasoned ribs (1 serving) for 32,000 won, and the galbitang and mulmilmyeon were just served as a lunch special. The meat is melting, but my wife said it was expensive, so I went there. Wow.. I thought I was eating salchisal, but I won the lunch special. ㅠㅠ.. The tenderloin was a bit soft and the strip meat was a bit tough. The common characteristic of Korean beef restaurants is that they are expensive and the portions are small... I ate the galbitang to my fill.
I had seasoned ribs as a lunch special, but the meat was a bit tough despite the seasoning. So much so that I can understand why people told me to eat bulgogi...

It felt like there was a slight distinction between the galbitang customers and the meat customers, but that's business policy... Still, the soybean paste stew and cold cold noodles were delicious.
"
식육(숯불구이),박장대소,부산광역시 동래구 차밭골로 17 (온천동),생선회,051-555-5567,동래구,35.21612553,129.0794794,,"South Korea, Busan, 부전동 116-5번지 부전동 1층 한칸 부산진구 부산광역시 KR",,4.8,10.0,,,True,,,True,True,,False,True,,acceptsCreditCards,"This is my first time eating brisket samhap, and it tastes even better when I eat it with scallops! As you suggested, cook the mushrooms first, then cook the brisket and scallops only lightly, and they are very delicious! And Iberico is naturally delicious, but it tastes even better here because it is a special cut. It feels like eating real beef!!! I think the price is good too! I want to go again :)
The taste is definitely guaranteed. It's actually better because there aren't many people.
You should definitely eat soybean paste ramen. Eat twice.
Iberico restaurant! There were 5 people and there were 2 servings and it was a lot! If there are 4 people, one large child and one small child will be enough!
The photo seems old
It's been remodeled so it's just different from the old store in the picture.
This is a place that sells Iberico pork.
Really delicious
It was the most delicious pork I've ever eaten in my life.
A must eat when you want to eat grilled meat
"
경양식,하나돈까스,부산광역시 동래구 금강로 67 (온천동),돈까스,051-553-5055,동래구,35.21525452,129.0770844,,"67 Geumgang-ro, Dongnae-gu, Busan, South Korea","Monday: 11:20AM–9:30PM
Tuesday: 11:20AM–9:30PM
Wednesday: 11:20AM–9:30PM
Thursday: 11:20AM–9:30PM
Friday: 11:20AM–9:30PM
Saturday: 11:20AM–9:30PM
Sunday: 11:20AM–9:30PM",4.3,1201.0,PRICE_LEVEL_MODERATE,True,True,False,True,True,True,False,True,True,freeParkingLot,acceptsCreditCards,"It was best and is still best pork cutlet in Busan
I have been here since more than 5 years ago. Basically very good meat and taste. Normally we paid around 7 dollors for pork cultlet, but this restaurant need to pay additional 1 dollor more than others and bring special taste. Must try here once.
When I was child, I went to the restaurant every week. ''돈까스'' was crispy and moist, like 겉바속촉.
I like Udong, too. Soup was very warm and thick.
I hope I go again.
It is very popular restuarant.
It is clean but a little noisy.
The porklet sause is so sweet.
I really like curry pork cutlet.
It is expensive but it's so delicious.
맛있어요 ㅎ one of my favorite place for donkasu! ヽ(´▽｀)/  pork cutlet 7000won chicken cutlet 9000won
If you want more salad you can get new one :)
"
한식,동래별장,부산광역시 동래구 금강로123번길 12 (온천동),한정식,051-552-0157,동래구,35.22084165,129.0792673,,"South Korea, Busan, Dongnae-gu, 온천제1동 126-1","Monday: 11:30AM–10:00PM
Tuesday: 11:30AM–10:00PM
Wednesday: 11:30AM–10:00PM
Thursday: 11:00AM–9:00PM
Friday: 11:00AM–9:00PM
Saturday: 11:00AM–9:00PM
Sunday: 11:00AM–9:00PM",3.5,136.0,,False,True,False,True,True,True,,False,True,,acceptsCreditCards,"I went to see an outdoor wedding and it was a prettier place than I expected. Both the Korean-style house and the Japanese-style house are pretty, and if the Japanese-style house is remodeled well, the theme can be brought out well.
It was nice to eat with my family in a quiet room.
The food was delicious and the atmosphere was nice.
The parking lot seems a bit small.
I had my wedding here. It was great haha.
*Parking lot available: Please park in the parking lot at the entrance and tell us the name of the person making the reservation.
*Atmosphere: It feels like you are in a well-maintained old house, and the backyard has a nice lawn, making it great for kids to run around and play.
*Food: It's clean and tidy, and the taste is delicious without being overpowering. Perfect for entertaining precious guests, meeting meetings, or family meals including adults.
It's perfect.
It is located inside the hot springs, so the access road is not that wide, but it is not inconvenient.
First, I asked for the 45,000 won course and ate it.
What I think... In terms of the actual food, it's worse than the nearby Baekban restaurant. What did I find that was delicious? Is the flounder sashimi worth 3 or 4 points per person? Other than that, everything except the sweet and sour mushroom soup was not good. I wonder if the octopus was also made of frozen slices. If you put in a lot of effort, you get eel. It's only 1 point per person, but... I thought it was dried pollack. Still, for 45,000 won, it wouldn't have been bad if one or two things were disappointing, but everything was bad except for one or two things. Well, as you can see from the picture, other than the excellent landscaping. It seems like you are leaving knowing that you have nothing to show for it. Anyway, this is my personal opinion. It is not that the service was bad or anything like that. The food was the worst.
"
식육(숯불구이),수목원,부산광역시 동래구 금정마을로 81 (온천동),오리,051-558-3399,동래구,35.2127009,129.0641563,Korea National Arboretum,"415 Gwangneungsumogwon-ro, Soheul-eup, Pocheon-si, Gyeonggi-do, South Korea","Monday: Closed
Tuesday: 9:00AM–6:00PM
Wednesday: 9:00AM–6:00PM
Thursday: 9:00AM–6:00PM
Friday: 9:00AM–6:00PM
Saturday: 9:00AM–6:00PM
Sunday: 9:00AM–6:00PM",4.5,1840.0,,,,,,,,,,,,,"The best place for botanical study.
They have event Symposium every year, come and learn based on their experience
First Korean Arboretum in a UN world heritage Firest. Walkable 300 acre site with mid-temperate trees, shrubs, perennials. Advance appointments required due to limited parking, tour bus may be best option for visitors.
Beautiful place . Must visit here.
It's so fresh that i can get healing on my mind. But so far from Seoul.
well managed by government
"
한식,거창맷돌,"부산광역시 동래구 미남로 124 (온천동,,15)",맷돌순두부,051-504-3520,동래구,35.20509681,129.0698775,,"221 UN-ro, Nam-gu, Busan, South Korea","Monday: 10:00AM–8:10PM
Tuesday: 10:00AM–8:10PM
Wednesday: 10:00AM–8:10PM
Thursday: 10:00AM–8:10PM
Friday: 10:00AM–8:10PM
Saturday: 8:00AM–8:10PM
Sunday: 8:00AM–8:10PM",4.0,725.0,PRICE_LEVEL_MODERATE,True,,True,True,True,True,False,False,True,"freeParkingLot, freeStreetParking",acceptsCreditCards,"My first Tofu restaurant ever. And it was so delicious! Enjoyed the soft tofu together with rice and an excellent side salat I could choose from a buffet. Affordable food an great local atmosphere.
Fresh stew tofu and rice
Hella good would recommend
Super great food
I went there because I heard it was a good restaurant, but since it is a good restaurant, there was a wait.
However, the wait does not take several tens of minutes and goes away quickly.
The turnover rate is good, so it's good for people waiting, but it seems like people eating inside the store eat quickly rather than leisurely.
I felt like I was subtly noticing my husband, so I ate quickly and then got up and left. 🤣
The taste was as good as it is a good restaurant.
We each ordered soft tofu and extra pork belly, but the staff was saying something, but I couldn't understand what they were saying, so we ended up getting three pieces of rice even though we were both eating.
I think you said that extra rice would be served, but I think I'll have to listen carefully in that case.
If you scoop up bean sprouts, kimchi, etc. from the self-serve bar and mix it with soft tofu, it’s super delicious!!👍
It’s delicious when eaten with pork belly!👍
"
